iter	RMSE
218	19.80914265
219	19.72439913
220	19.64001815
221	19.56638738
222	19.48278039
223	19.39943306
224	19.31644228
225	19.23380654
226	19.15152432
227	19.07997541
228	19.00893327
229	18.92761306
230	18.84675794
231	18.76613151
232	18.69650484
233	18.62737217
234	18.54782269
235	18.46861411
236	18.40057966
237	18.32201235
238	18.24363078
239	18.16558453
240	18.08802189
241	18.01064133
242	17.93374155
243	17.85717139
244	17.78092945
245	17.70486264
246	17.62912124
247	17.55385426
248	17.47890993
249	17.40428686
250	17.32983132
251	17.2556943
252	17.18202551
253	17.10867253
254	17.03548163
255	16.96260384
256	16.89003782
257	16.81793267
258	16.74598555
259	16.67449667
260	16.60331426
261	16.53243703
262	16.4718915
263	16.40158753
264	16.33142154
265	16.26171851
266	16.19215088
267	16.12288086
268	16.06406145
269	16.00566095
270	15.94767673
271	15.89010619
272	15.82212831
273	15.75444125
274	15.68724596
275	15.62013592
276	15.55351527
277	15.49758885
278	15.43150394
279	15.36570277
280	15.30018411
281	15.23472993
282	15.16977168
283	15.10509234
284	15.04047276
285	14.97634666
286	14.91227785
287	14.84848313
288	14.79534813
289	14.74259328
290	14.67976172
291	14.62761921
292	14.56504226
293	14.502981
294	14.44118649
295	14.37965759
296	14.32880055
297	14.26776437
298	14.20699064
299	14.14621314
300	14.09638737
301	14.03635772
302	13.9765863
303	13.92756199
304	13.86826823
305	13.80922965
306	13.75044514
307	13.69191364
308	13.63363405
309	13.58604784
310	13.52823361
311	13.47066832
312	13.4130408
313	13.35596861
314	13.29883178
315	13.24224846
316	13.18559812
317	13.13979379
318	13.08358175
319	13.02761019
320	12.98252397
321	12.92698473
322	12.87168309
323	12.81694361
324	12.76244006
325	12.70817145
326	12.65413676
327	12.60000237
328	12.54643078
329	12.49275715
330	12.4396447
331	12.38676123
332	12.33377067
333	12.28134047
334	12.22880089
335	12.18673053
336	12.14496373
337	12.09336306
338	12.04162765
339	11.99011357
340	11.93881986
341	11.88774559
342	11.84717035
343	11.79648815
344	11.75637856
345	11.70608477
346	11.65600614
347	11.60614175
348	11.55649067
349	11.51734832
350	11.46807711
351	11.41939027
352	11.37091386
353	11.32226909
354	11.27420869
355	11.22597762
356	11.17795289
357	11.14027348
358	11.10286722
359	11.05536915
360	11.01839318
361	10.97125649
362	10.92432146
363	10.87758721
364	10.83105289
365	10.78471765
366	10.73858063
367	10.69264098
368	10.64689786
369	10.60135043
370	10.56603238
371	10.52083089
372	10.47622038
373	10.43140311
374	10.38677757
375	10.34273951
376	10.29849328
377	10.25483358
378	10.2109634
379	10.1672809
380	10.13357566
381	10.09022422
382	10.05690739
383	10.01388394
384	9.971044548
385	9.928388419
386	9.895736913
387	9.853402951
388	9.811250094
389	9.769277566
390	9.737278319
391	9.695622242
392	9.654144371
393	9.6132631
394	9.57213756
395	9.531187956
396	9.490413534
397	9.449813545
398	9.409387243
399	9.378701762
400	9.338579676
401	9.298629233
402	9.258849697
403	9.219240338
404	9.179800428
405	9.140529242
406	9.101426058
407	9.071865281
408	9.042520624
409	9.003836721
410	8.965318308
411	8.926964676
412	8.888775121
413	8.850748942
414	8.812885438
415	8.775183914
416	8.737643678
417	8.700264038
418	8.663044309
419	8.625983805
420	8.589081847
421	8.552337755
422	8.515750854
423	8.479320472
424	8.452004873
425	8.415847196
426	8.379844202
427	8.343995229
428	8.308299617
429	8.272756712
430	8.237365858
431	8.202126408
432	8.167037711
433	8.132099124
434	8.097310004
435	8.062669712
436	8.028177611
437	7.993833067
438	7.95963545
439	7.925584129
440	7.891678481
441	7.85791788
442	7.824301708
443	7.790829345
444	7.757500177
445	7.724313592
446	7.691268978
447	7.65836573
448	7.625603242
449	7.592980911
450	7.560498139
451	7.528154328
452	7.495948884
453	7.463881215
454	7.431950731
455	7.400156846
456	7.368498975
457	7.336976537
458	7.305588951
459	7.274335642
460	7.243216034
461	7.212229556
462	7.181375638
463	7.150653713
464	7.120063217
465	7.089603587
466	7.059274263
467	7.029074688
468	6.999004306
469	6.969062566
470	6.939248916
471	6.90956281
472	6.8800037
473	6.850571044
474	6.821264302
475	6.792082933
476	6.763026403
477	6.734094176
478	6.705285721
479	6.676600509
480	6.648038012
481	6.619597705
482	6.591279067
483	6.563081575
484	6.535004712
485	6.507047962
486	6.479210811
487	6.451492747
488	6.423893262
489	6.396411846
490	6.369047997
491	6.341801209
492	6.314670984
493	6.287656822
494	6.260758226
495	6.233974702
496	6.207305759
497	6.180750905
498	6.154309652
499	6.127981516
500	6.101766011
501	6.075662656
502	6.049670972
503	6.023790479
504	5.998020704
505	5.972361171
506	5.94681141
507	5.921370951
508	5.896039326
509	5.87081607
510	5.845700719
511	5.820692812
512	5.795791888
513	5.77099749
514	5.746309163
515	5.721726453
516	5.697248907
517	5.672876076
518	5.648607513
519	5.62444277
520	5.600381404
521	5.576422972
522	5.552567035
523	5.528813153
524	5.505160891
525	5.481609813
526	5.458159486
527	5.43480948
528	5.411559365
529	5.388408714
530	5.365357102
531	5.342404104
532	5.3195493
533	5.296792268
534	5.274132591
535	5.251569851
536	5.229103636
537	5.20673353
538	5.184459125
539	5.162280009
540	5.140195775
541	5.118206017
542	5.096310332
543	5.074508317
544	5.05279957
545	5.031183694
546	5.00966029
547	4.988228963
548	4.96688932
549	4.945640968
550	4.924483516
551	4.903416575
552	4.882439759
553	4.861552682
554	4.84075496
555	4.82004621
556	4.799426053
557	4.778894108
558	4.758449999
559	4.73809335
560	4.717823787
561	4.697640937
562	4.677544429
563	4.657533894
564	4.637608964
565	4.617769273
566	4.598014456
567	4.57834415
568	4.558757994
569	4.539255628
570	4.519836692
571	4.500500831
572	4.481247689
573	4.462076911
574	4.442988146
575	4.423981043
576	4.405055252
577	4.386210426
578	4.367446218
579	4.348762283
580	4.330158278
581	4.311633861
582	4.293188691
583	4.27482243
584	4.25653474
585	4.238325284
586	4.220193729
587	4.20213974
588	4.184162987
589	4.166263137
590	4.148439864
591	4.130692838
592	4.113021734
593	4.095426227
594	4.077905994
595	4.060460712
596	4.043090061
597	4.025793722
598	4.008571377
599	3.991422709
600	3.974347402
601	3.957345144
602	3.940415622
603	3.923558524
604	3.90677354
605	3.890060363
606	3.873418685
607	3.8568482
608	3.840348604
609	3.823919592
610	3.807560864
611	3.791272119
612	3.775053057
613	3.75890338
614	3.742822792
615	3.726810996
616	3.710867698
617	3.694992607
618	3.679185428
619	3.663445873
620	3.647773652
621	3.632168476
622	3.616630059
623	3.601158116
624	3.585752362
625	3.570412513
626	3.555138289
627	3.539929407
628	3.524785589
629	3.509706556
630	3.494692032
631	3.479741739
632	3.464855404
633	3.450032753
634	3.435273513
635	3.420577413
636	3.405944183
637	3.391373554
638	3.376865258
639	3.362419028
640	3.3480346
641	3.333711708
642	3.319450089
643	3.305249482
644	3.291109625
645	3.277030258
646	3.263011122
647	3.249051961
648	3.235152517
649	3.221312534
650	3.207531759
651	3.193809938
652	3.18014682
653	3.166542151
654	3.152995684
655	3.139507169
656	3.126076357
657	3.112703003
658	3.099386859
659	3.086127682
660	3.072925228
661	3.059779254
662	3.046689518
663	3.033655781
664	3.020677801
665	3.007755342
666	2.994888165
667	2.982076033
668	2.969318712
669	2.956615966
670	2.943967563
671	2.93137327
672	2.918832855
673	2.906346089
674	2.89391274
675	2.881532581
676	2.869205385
677	2.856930925
678	2.844708974
679	2.832539309
680	2.820421706
681	2.808355942
682	2.796341795
683	2.784379045
684	2.772467472
685	2.760606856
686	2.74879698
687	2.737037626
688	2.72532858
689	2.713669624
690	2.702060545
691	2.69050113
692	2.678991167
693	2.667530443
694	2.656118747
695	2.644755871
696	2.633441606
697	2.622175743
698	2.610958075
699	2.599788396
700	2.588666502
701	2.577592186
702	2.566565247
703	2.555585481
704	2.544652686
705	2.533766662
706	2.522927208
707	2.512134126
708	2.501387216
709	2.490686282
710	2.480031126
711	2.469421553
712	2.458857367
713	2.448338376
714	2.437864384
715	2.4274352
716	2.417050633
717	2.40671049
718	2.396414583
719	2.386162721
720	2.375954717
721	2.365790383
722	2.355669532
723	2.345591977
724	2.335557535
725	2.32556602
726	2.315617249
727	2.305711038
728	2.295847206
729	2.286025572
730	2.276245955
731	2.266508174
732	2.256812053
733	2.247157411
734	2.237544071
735	2.227971858
736	2.218440594
737	2.208950105
738	2.199500217
739	2.190090755
740	2.180721547
741	2.17139242
742	2.162103203
743	2.152853726
744	2.143643818
745	2.134473309
746	2.125342033
747	2.11624982
748	2.107196503
749	2.098181916
750	2.089205894
751	2.080268271
752	2.071368884
753	2.062507568
754	2.05368416
755	2.0448985
756	2.036150424
757	2.027439772
758	2.018766385
759	2.010130102
760	2.001530766
761	1.992968217
762	1.984442299
763	1.975952855
764	1.967499729
765	1.959082765
766	1.950701809
767	1.942356707
768	1.934047305
769	1.925773451
770	1.917534992
771	1.909331777
772	1.901163656
773	1.893030478
774	1.884932093
775	1.876868354
776	1.868839111
777	1.860844217
778	1.852883526
779	1.84495689
780	1.837064165
781	1.829205204
782	1.821379864
783	1.813588001
784	1.805829472
785	1.798104134
786	1.790411844
787	1.782752462
788	1.775125847
789	1.767531859
790	1.759970358
791	1.752441205
792	1.744944261
793	1.73747939
794	1.730046453
795	1.722645314
796	1.715275838
797	1.707937888
798	1.700631329
799	1.693356028
800	1.686111851
801	1.678898665
802	1.671716337
803	1.664564734
804	1.657443726
805	1.650353182
806	1.643292971
807	1.636262964
808	1.629263031
809	1.622293044
810	1.615352874
811	1.608442394
812	1.601561478
813	1.594709998
814	1.587887829
815	1.581094845
816	1.574330921
817	1.567595933
818	1.560889758
819	1.554212271
820	1.547563351
821	1.540942875
822	1.534350722
823	1.527786769
824	1.521250898
825	1.514742986
826	1.508262916
827	1.501810567
828	1.495385822
829	1.488988561
830	1.482618668
831	1.476276025
832	1.469960517
833	1.463672026
834	1.457410437
835	1.451175635
836	1.444967506
837	1.438785935
838	1.432630808
839	1.426502014
840	1.420399438
841	1.414322969
842	1.408272496
843	1.402247906
844	1.39624909
845	1.390275936
846	1.384328336
847	1.378406179
848	1.372509357
849	1.366637762
850	1.360791286
851	1.354969821
852	1.34917326
853	1.343401497
854	1.337654425
855	1.33193194
856	1.326233935
857	1.320560306
858	1.314910949
859	1.30928576
860	1.303684636
861	1.298107473
862	1.292554169
863	1.287024623
864	1.281518731
865	1.276036394
866	1.27057751
867	1.26514198
868	1.259729703
869	1.254340579
870	1.24897451
871	1.243631397
872	1.238311142
873	1.233013647
874	1.227738814
875	1.222486548
876	1.21725675
877	1.212049326
878	1.206864179
879	1.201701214
880	1.196560336
881	1.191441451
882	1.186344465
883	1.181269283
884	1.176215813
885	1.171183962
886	1.166173637
887	1.161184746
888	1.156217198
889	1.151270901
890	1.146345764
891	1.141441697
892	1.136558609
893	1.131696411
894	1.126855014
895	1.122034329
896	1.117234266
897	1.112454738
898	1.107695656
899	1.102956934
900	1.098238484
901	1.09354022
902	1.088862055
903	1.084203903
904	1.079565679
905	1.074947297
906	1.070348673
907	1.065769721
908	1.061210358
909	1.0566705
910	1.052150064
911	1.047648966
912	1.043167124
913	1.038704455
914	1.034260877
915	1.029836309
916	1.025430669
917	1.021043877
918	1.016675851
919	1.012326512
920	1.007995779
921	1.003683573
922	0.9993898151
923	0.9951144255
924	0.990857326
925	0.9866184383
926	0.9823976847
927	0.9781949874
928	0.9740102693
929	0.9698434534
930	0.9656944631
931	0.9615632222
932	0.9574496548
933	0.9533536852
934	0.9492752381
935	0.9452142387
936	0.9411706122
937	0.9371442843
938	0.9331351811
939	0.9291432288
940	0.9251683541
941	0.9212104839
942	0.9172695455
943	0.9133454664
944	0.9094381745
945	0.905547598
946	0.9016736654
947	0.8978163055
948	0.8939754473
949	0.8901510204
950	0.8863429543
951	0.8825511792
952	0.8787756253
953	0.8750162232
954	0.8712729038
955	0.8675455983
956	0.8638342383
957	0.8601387554
958	0.8564590818
959	0.8527951499
960	0.8491468923
961	0.8455142419
962	0.841897132
963	0.8382954961
964	0.8347092679
965	0.8311383817
966	0.8275827717
967	0.8240423727
968	0.8205171194
969	0.8170069472
970	0.8135117915
971	0.8100315881
972	0.8065662729
973	0.8031157824
974	0.7996800531
975	0.7962590219
976	0.7928526258
977	0.7894608023
978	0.786083489
979	0.7827206239
980	0.779372145
981	0.776037991
982	0.7727181005
983	0.7694124125
984	0.7661208662
985	0.7628434012
986	0.7595799571
987	0.7563304741
988	0.7530948923
989	0.7498731524
990	0.7466651951
991	0.7434709614
992	0.7402903926
993	0.7371234303
994	0.7339700163
995	0.7308300926
996	0.7277036015
997	0.7245904855
998	0.7214906874
999	0.7184041503
